synset	label	lemma
00199490-v	O	mengubah bentuk
00199912-v	O	membarui
00199912-v	O	memperbarui
00200146-r	O	harap-harap
00201034-v	O	mengebiri
00201075-r	X	dengan jahat
00201130-a	X	tak berpunggung
00201407-v	O	memalsu
00202236-v	O	memalsu
00203081-v	X	berubah dari aslinya
00203866-v	O	menjadi-jadikan
00204391-v	O	mengedrop
00204391-v	O	menggelecik
00204391-v	O	tergelangsar
00204391-v	O	tergelecik
00204391-v	O	tergelicik
00204585-v	X	berbuat jahat lagi
00205295-a	X	kurang sopan
00205885-v	O	pinda
00206130-n	O	boikot
00206479-r	O	taajul
00206479-r	O	talah
00207761-n	Y	deportasi
00208141-n	X	Pembuangan ke Babilonia
00208210-v	O	menjadi-jadikan
00209174-v	O	membobolkan
00209620-a	O	berumput
00210446-a	O	plontos
00210797-n	O	final
00210797-n	X	bagian penutup
00210848-a	O	gundul
00212414-v	O	memeliharakan
00212414-v	X	melanggengkan
00212414-v	X	melantankan
00213694-n	X	penepian
00213794-v	O	mengalengkan
00216057-v	X	menghilangkan lembab
00216174-n	O	pecat
00216216-v	O	lencun
00216278-r	X	setapak demi setapak
00216561-v	O	Air garam
00217728-a	O	asri
00217728-a	O	boto
00217728-a	O	laksmi
00217728-a	O	latif
00217728-a	O	sahda
00217728-a	O	sahdu
00218330-v	O	kering kerontang
00218427-n	X	desimasi
00218475-v	O	mengantang
00218681-r	X	tidak siku-siku
00219856-n	X	etanasia
00219856-n	X	euthanasia
00220461-v	X	memperkokoh
00220522-n	X	dibunuh
00220669-r	X	secara keagamaan
00220869-v	O	menguat
00220869-v	X	memperkokoh
00220869-v	X	mengegat
00220869-v	X	mengimkankan
00220956-a	O	jelek
00221056-n	X	dibunuh rahasia
00221056-n	X	pembunuhan rahasia
00222485-n	O	membunuh diri
00222485-n	X	pembunuhan diri
00223000-r	O	bahwasanya
00223362-n	X	seppuku
00223802-a	O	Murah hati
00223802-a	X	bersipapt dermawan
00223928-v	O	amblas
00223928-v	O	raib
00223983-n	O	sembelih
00224260-n	X	Pembunuhan masal
00224260-n	X	bloodbath
00224700-r	O	erat-erat
00224901-v	O	melembekkan
00225361-n	X	drive-by shooting
00226071-v	O	menciutkan
00227042-v	X	melipat-duakan
00227042-v	X	menjadi duakan
00227165-v	O	mengevaluasi
00227171-r	X	dengan tidak normal
00227507-a	O	terbaik
00228294-a	O	terpenting
00228655-v	O	membanjur
00229605-v	O	membubungkan
00229605-v	O	memeliharakan
00229605-v	O	memuncak
00229605-v	O	meroket
00231445-v	O	menjamur
00232600-r	O	samar-samar
00232956-v	X	menyurut
00233203-v	O	menciutkan
00233335-v	O	menghadkan
00233335-v	O	mengungkung
00233335-v	O	meringkukkan
00235110-v	O	membarui
00235110-v	O	memperbarui
00235110-v	O	mengulurkan
00235368-v	O	menghadkan
00235368-v	O	mengungkung
00235368-v	O	meringkukkan
00235918-v	O	menomori
00236592-v	O	menghadkan
00236999-v	O	menciutkan
00237078-n	O	kelembagaan
00237078-n	X	arti lembaga
00237259-v	O	menciutkan
00237704-v	O	menciutkan
00237877-v	O	menciutkan
00238022-n	X	pertunjukan yang pertama
00239230-n	X	first step
00239847-a	O	trilateral
00240131-v	O	menciutkan
00240293-v	O	memperbedakan
00240810-v	O	mengulurkan
00241038-v	O	menciutkan
00241689-v	O	menciutkan
00241689-v	X	membuat layu
00241689-v	X	mengkeretkan
00242396-v	O	menciutkan
00242580-v	X	mengkonsolidasi
00243124-v	O	cantum
00243180-a	O	orang kulit putih
00243314-r	O	berlomba-lomba
00243606-a	O	pirang
00243606-a	X	perang muda
00243749-v	O	menyingkat
00243900-v	O	menciutkan
00245913-v	O	berotasi
00245913-v	X	melegar
00246217-v	X	membuat rangkap
00246475-v	X	melipat-duakan
00247342-n	O	perburuan liar
00247390-v	O	berkembang biak
00247830-v	O	berkembang biak
00248659-v	O	ayo
00249780-n	O	kenaikan pangkat
00250143-n	X	alir kerja
00250143-n	X	workflow
00252130-a	O	Pemalu
00253395-n	X	perasaan haru
00253501-v	O	mengantikkan
00254166-n	O	pasteurisasi
00254298-v	O	melembutkan hati
00255057-a	O	bujut
00255181-r	X	sebulan dua kali
00256746-n	X	penyisiran
00257269-v	O	meruyak
00257269-v	O	ruyak
00257634-r	O	bersama
00257770-n	O	pemandian
00257947-v	X	melubangi lambung kapal
00257981-r	X	ala karte
00258109-v	O	merembesi
00258854-n	O	rektifikasi
00258857-v	O	merusakkan
00259643-n	X	pembayaran ganti rugi
00259755-v	O	mengagani
00260470-v	O	mencederai
00260648-v	O	membarui
00260648-v	O	memperbarui
00262076-v	O	membarui
00262076-v	O	memodernisasi
00262076-v	O	memodernkan
00262076-v	O	memperbarui
00262792-a	O	gagah perkasa
00262792-a	X	bahadun
00262881-v	O	merusak
00263682-v	O	berembus
00263682-v	O	mengembus
00263682-v	X	dada menampi
00263840-a	O	gagah perkasa
00264034-v	O	membelendung
00264034-v	O	membelentingkan
00264386-v	O	membelentingkan
00264386-v	O	meruyak
00264386-v	O	ruyak
00264776-a	X	secara pengecut
00265059-r	O	perlahan-lahan
00265386-v	O	membarui
00265386-v	O	memperbarui
00268457-n	O	plester
00268824-n	O	gentrifikasi
00269423-v	O	menyendat
00269423-v	X	nebagak
00269682-v	O	mengacir
00270561-v	O	mengobati
00270561-v	O	mengobatkan
00270699-v	O	berfluktuasi
00270699-v	O	berguncang
00270826-v	X	mendestabilisasikan
00272844-r	O	garis lintang
00273445-v	O	menggalibkan
00273734-v	O	membaban
00273734-v	O	menggurui
00274009-n	X	obat pemutih kain
00275253-v	O	menggerogoti
00275253-v	O	mengungkang
00275843-v	O	melencangkan
00276068-v	O	memaes
00276068-v	O	mengarang-ngarang
00276214-v	O	memberantakkan
00276987-n	O	polusi
00277209-r	O	gundul
00277970-r	X	tidak berpelana
00278078-r	X	dengan kaki telanjang
00278078-r	X	tidak bersepatu
00278810-n	O	kunyah
00278810-n	X	mastikasi
00279278-r	X	Dengan hampa
00280532-v	O	menghitami
00281913-v	X	memerah-tuakan
00281913-v	X	menjadikan merah tua
00282364-r	X	secara berhati hati
00282613-n	O	karir
00283327-a	O	berkilauan
00283454-r	X	terjadi seratus tahunan
00283703-a	O	lipu
00284575-a	O	samar-samar
00285141-n	X	somnabulisme
00285414-v	X	memerah mudakan
00285705-v	X	menjadi berwarna coklat
00285889-n	O	gerak langkah
00286756-n	O	jengkot
00286928-v	O	menyentuhkan
00288486-n	X	lari ligas
00288671-n	O	congklang
00288671-n	X	studio gallop
00289840-v	O	menguningkan
00289860-r	O	pendek kata
00290406-n	X	tergoyang-goyang
00290581-v	X	melipat-duakan
00290740-v	O	melembekkan
00290935-r	O	sekejap mata
00290935-r	O	taajul
00291873-v	X	menyulutkan
00292125-n	X	prowl
00292448-a	O	identik
00292507-v	O	menigas
00292672-v	O	memotong-motong
00294245-v	O	bermayang
00294868-n	O	rangkak
00294868-n	X	crawling
00295346-v	O	menalakan
00295701-n	O	kembara
00295966-v	O	menalakan
00296131-r	O	takah-takahnya
00296178-v	O	mengeset
00297403-a	O	kapitalistis
00297404-n	O	mengepot
00297404-n	X	drifting
00297507-v	O	zero
00298161-n	O	kepariwisataan
00298161-n	X	tourism
00298161-n	Y	turisme
00298351-n	X	ekowisata
00298497-n	O	berkendara
00298896-v	O	mengeset
00299580-v	O	mengadaptasikan
00300137-r	O	erat-erat
00300441-n	X	lawatan udara
00300441-n	X	perjalanan udara
00301032-a	O	berkilauan
00301338-v	O	mendiskualifikasikan
00301338-v	X	menyatakan tak cakap
00302001-n	O	nonstop
00302130-v	O	menahan diri
00302130-v	X	menaruko
00302761-a	O	ayem
00302761-a	O	sahdu
00303221-n	X	balon gas
00303495-n	O	terbang layang
00303495-n	X	gliding
00303748-n	O	layang gantung
00303748-n	X	gantolle
00303748-n	X	hang gliding
00303849-n	O	terjun payung
00304040-n	O	terjun payung
00304208-n	X	penerbangan perdana
00304208-n	X	penerbangan pertama
00304349-n	X	paragliding
00304349-n	X	paralayang
00304349-n	X	paralayar
00304349-n	X	parasailing
00304422-v	O	menciutkan
00305109-v	O	menciutkan
00305821-r	X	terlalu membebani
00306017-v	O	membobolkan
00306017-v	O	menjebluk
00306017-v	X	meledakan
00306298-v	O	menjebluk
00306426-n	X	journey
00306539-v	O	menjebluk
00306723-v	O	menjebluk
00307419-v	X	mendinamitkan
00307455-n	O	pulang balik
00307568-v	X	tersendawa
00309021-a	O	kabil
00309074-v	O	menjebluk
00309310-v	O	ledakan
00309310-v	O	membobolkan
00309310-v	O	persataian
00309368-n	X	joyride
00310386-v	O	meruyak
00310386-v	O	ruyak
00310386-v	X	bergemelentam
00310635-v	O	berkembang biak
00310635-v	X	mengembangbiakan
00310666-n	O	tur
00310937-v	O	meroket
00310937-v	X	meiklankan
00311113-v	X	tertangkap-tangkap tiada
00311687-n	X	pilgrimage
00312278-v	X	tertangkap-tangkap tiada
00312380-v	X	menjadikan gelap
00312932-n	O	kapal pesiar
00313096-n	X	pelayaran perdana
00313096-n	X	perjalanan perdana
00313387-a	O	pemakan daging
00313585-v	X	tertangkap-tangkap tiada
00313712-v	X	tertangkap-tangkap tiada
00313860-v	X	tertangkap-tangkap tiada
00313987-v	O	mengubur
00313987-v	O	menyelundup
00313987-v	O	menyelundupkan
00313987-v	X	tertangkap-tangkap tiada
00314272-v	O	memfokus
00315020-v	O	mendevaluasi
00315700-n	O	komuter
00315700-n	X	pelaju
00315700-n	X	penglaju
00315986-n	O	transfer
00316494-v	O	menyingkat
00316594-n	O	pengangkatan udara
00316768-v	O	menyingkat
00317888-v	O	membarui
00317888-v	O	memperbarui
00317888-v	O	mengulur
00317888-v	O	mengulurkan
00318326-v	O	membarui
00318326-v	O	memperbarui
00318326-v	O	mengulur
00318326-v	O	mengulurkan
00318706-v	O	mengisarkan
00318735-n	X	carry trade
00318816-v	O	mengulurkan
00319312-n	X	backpacking
00319312-n	X	wisata beransel
00319886-v	O	dibakar
00320246-v	X	menjadi berwarna coklat
00320536-v	O	meritul
00321148-v	O	menyendat
00322559-v	X	memasak setengah matang
00324056-n	X	transfusi darah
00324384-n	O	pemanjatan
00324427-v	O	bergelegak
00324560-v	O	dipanggang
00324878-a	O	bertanggung jawab
00324978-n	X	jultagi
00325110-n	O	panjat
00325110-n	O	pemanjatan
00325208-v	X	menjemur daging
00325785-n	X	panjat gunung
00327031-a	O	seluler
00327033-n	O	terkam
00327362-v	O	membacem
00327824-n	O	gayun
00328235-r	O	tersipu
00328370-v	O	dipanggang
00328802-v	O	bercelah
00328802-v	O	mencerai
00329031-n	O	gelincir
00329831-a	X	di tengah-tengah
00330565-v	X	mencecerkan
00331082-v	O	mengulek
00331446-a	O	periferal
00331514-v	O	mengentak-entakkan
00331514-v	O	menghantam
00331950-n	O	ganjak
00332154-v	O	mengulek
00332154-v	X	mempupuri
00332375-a	O	sentrifugal
00332445-v	O	mengulek
00332869-a	O	sentripetal
00333594-v	O	ledakan
00333594-v	O	membobolkan
00333594-v	X	meledakan
00333758-v	O	kecai
00334186-v	O	membobolkan
00334186-v	O	mencerai
00334186-v	O	meregah
00334996-v	O	menyerkah
00335285-n	O	mudra
00335923-v	O	mengempaskan
00335923-v	O	merapun
00335988-n	O	sentakan
00336260-v	O	membobolkan
00336260-v	O	mengekol
00336539-v	O	mengekol
00337210-n	O	anggul
00338559-v	O	memecatkan
00339085-v	O	mengentak-entakkan
00339085-v	O	menggecek
00339085-v	O	merapun
00339464-v	O	membobolkan
00339934-v	O	mengangsurkan
00339934-v	O	menimbul
00339934-v	O	menyalip
00341285-v	O	mengoperasikan
00341757-v	O	memperlamakan
00341757-v	O	menghela
00342028-n	O	rotasi
00342164-v	O	berjatuhan
00342164-v	O	memboyong
00342164-v	O	menggelulur
00344643-v	O	timpa-menimpa
00345000-v	O	timpa-menimpa
00345508-v	O	menjebluk
00345641-n	O	pemusingan
00345761-v	O	berawal
00345761-v	O	berinduk
00345761-v	O	mengantongi
00345926-n	O	gigil
00346693-n	Y	sungsang
00346958-v	O	menjebluk
00347918-v	O	melansir
00348103-v	O	ayo
00348746-v	O	berawal
00348746-v	O	berinduk
00350461-v	O	kanjang
00351576-v	O	sampai janjinya
00351576-v	O	sempurna usia
00351576-v	X	berjalan lebih dahulu
00351576-v	X	ke liang kubur
00351638-n	O	cengkelong
00351638-n	X	susutnya
00353839-v	X	mengaborsi
00354030-v	O	memuncak
00355919-n	X	minimalisasi
00356110-a	O	terion
00356258-v	O	perubahan iklim
00357332-v	O	bercadung
00357332-v	O	cadung
00357332-v	O	terubus
00358089-n	O	kerkah
00358089-n	O	kunyah
00358089-n	O	peremukan
00358135-v	O	berinduk
00358431-v	O	almarhum
00358431-v	O	bablas
00358431-v	O	hilang hayat
00358431-v	O	menarik napas penghabisan
00358431-v	O	mengangsurkan
00358431-v	O	menyalip
00358431-v	O	putus nyawa
00358431-v	O	sampai janjinya
00358431-v	O	sempurna usia
00358431-v	X	ajalnya sampai
00358431-v	X	berjalan lebih dahulu
00358431-v	X	berkalang tanah
00358431-v	X	cukup hitungannya
00358431-v	X	genap hitungannya
00358431-v	X	ke liang kubur
00358431-v	X	menarik napas terakhir
00358431-v	X	mengambil napas panjang
00358431-v	X	mengambil napas penghabisan
00359459-a	O	karitatif
00359645-a	O	Dermawan
00360092-v	O	menggerawatkan
00362103-n	Y	diskon
00362348-v	O	memandekkan
00362348-v	O	membobolkan
00362348-v	O	menjegal
00362467-a	O	bersukaria
00362610-v	O	memandekkan
00362610-v	O	menjegal
00363291-a	O	gurauan
00363938-a	O	bersukaria
00364064-v	O	membobolkan
00364064-v	O	merusakkan
00364297-v	O	menskors
00364629-v	O	mensterilkan
00365799-a	X	berisi butiran kecil
00366355-a	X	monokromatik
00366858-v	O	menguapkan
00367280-n	O	penggembungan
00367685-v	O	bermerger
00367685-v	O	cantum
00367768-n	O	perpanjangan
00368367-v	O	memacetkan
00369138-n	O	Tersebar
00372013-n	X	akrual
00372607-n	O	penggudangan
00372607-n	O	pergudangan
00373811-a	X	seperti warna krim
00375021-v	O	membisul
00376400-n	O	kerusakan
00377351-v	O	meloncer
00377351-v	O	membubung
00377364-n	O	ledakan
00377686-n	O	ledakan
00377686-n	O	peletusan
00378365-r	O	bahwasanya
00378664-v	O	meritul
00378664-v	X	menggosongkan
00378706-n	O	insinerator
00378706-n	X	insinerasi
00378880-n	O	kremasi
00378880-n	O	pengabuan
00378880-n	O	perabuan
00379181-a	X	coklat kejingga-jinggaan
00379422-n	O	pencantuman
00380159-v	O	mengisarkan
00380424-v	X	memindahkan posisi
00381601-v	O	mengubah bentuk
00381601-v	O	ubah bentuk
00382010-v	O	mengubah bentuk
00382635-v	O	jelma
00382635-v	O	mengubah bentuk
00383542-v	O	jelma
00383542-v	O	menerjemahkan
00383542-v	O	mengubah bentuk
00383542-v	O	terjemah
00383871-v	X	menaruko
00384620-v	X	menaruko
00385266-n	X	breakaway
00386085-v	O	mengkristenkan
00386450-n	X	pembagian dua
00386676-n	O	persataian
00387392-a	O	berkilauan
00388392-n	O	pencabangan
00389083-v	O	rompak
00389238-v	X	menjadikan kurus
00389406-v	X	menjadikan kurus
00389638-v	X	mengurangi tenaga
00390215-v	O	melembekkan
00390215-v	O	membobolkan
00391021-v	O	cekik
00391203-v	O	cekik
00391407-n	X	cabikkan
00393161-n	X	perontokan
00393953-v	O	menyinkronkan
00394462-r	X	dengan berwibawa
00394722-r	X	yang berhati dengki
00394803-n	O	denudasi
00394813-v	O	aduk
00394813-v	O	membancuhkan
00394813-v	O	mencampur
00394813-v	O	mengopyok
00394813-v	O	merangkai
00395038-r	X	secara manajemen
00395698-v	O	menyatu
00396029-n	O	drainase
00397347-n	O	penyensoran
00397405-v	O	menderaikan
00397953-n	O	pembagian
00397953-n	O	segmentasi
00398644-r	X	dengan suka merenung
00399840-a	X	bunga jingga
00399974-r	X	dengan berdusta
00400427-v	O	mempersahajakan
00400427-v	X	menyehajakan
00400449-n	O	reboisasi
00400449-n	X	reforestasi
00400471-r	X	tanpa ampun
00402539-v	O	meruwetkan
00402951-n	X	penemperan
00402951-n	X	tempering
00403092-n	O	kerusakan
00404568-a	O	pucat lesi
00404568-a	O	pucat lesu
00404568-a	O	pucat pasi
00404642-v	O	menyelenggara
00405236-v	O	tumpukan
00405540-v	X	mengadakan desentralisasi
00406243-v	O	mengeset
00406243-v	O	terpasang
00406243-v	X	bersipa-siap
00406495-a	O	pucat lesi
00407535-n	O	aktivitas
00407848-v	O	mengeset
00408085-v	O	mengeset
00409750-a	O	kromatis
00411020-v	O	membarui
00411020-v	O	memodernkan
00411020-v	O	memperbarui
00411384-n	O	kerja sama
00412292-v	O	menaturalisasi
00412788-a	X	orang biadab
00412993-v	O	menaturalisasi
00413876-v	O	memboyong
00415228-a	X	disusun menurut golongan
00415398-v	O	berinduk
00415398-v	O	memboyong
00416399-v	X	meninggalkan negeri asal
00416409-n	O	Sunnah
00416571-v	X	menentramkan
00416914-n	X	hukum tidak tertulis
00417001-v	O	berlarasan
00417001-v	O	merata-ratakan
00418025-n	X	penganiyaan
00418305-n	X	non konfirmasi
00418615-n	X	sikap tak acuh
00419137-v	O	berhura-hura
00419137-v	O	berleha-leha
00419289-a	O	sememeh
00419315-n	X	blaksploitasi
00419685-v	O	berhura-hura
00419685-v	O	berleha-leha
00419908-n	O	siksa
00420132-v	X	menyemati
00420218-n	X	kekerasan terhadap anak
00421437-n	O	penyiksaan
00421437-n	O	siksa
00421691-v	O	mengangsurkan
00421691-v	O	menyalip
00422090-v	O	sembul
00422090-v	O	tunjuk muka
00422261-n	O	sepatu bot
00422281-r	O	berangsur
00422281-r	X	setapak demi setapak
00423075-v	O	mengejawantahkan
00423702-v	O	ayo
00424224-v	X	meledakan
00424934-n	X	babarisme
00425071-v	O	tunjuk muka
00425781-n	X	kejahatan seksual
00425781-n	X	pelecehan seksual
00425905-n	O	ejek
00425967-v	O	tunjuk muka
00426278-r	O	berdebuk
00426757-n	X	neo-kolonialisme
00426958-v	O	amblas
00426958-v	O	bablas
00426958-v	O	menggaib
00426958-v	O	menyilam
00426958-v	O	raib
00426958-v	X	hilang dari mata
00427397-v	O	amblas
00427397-v	O	raib
00427802-v	O	melayas
00428000-n	O	perhelatan
00428583-v	O	memaksimalkan
00429048-n	X	entertainment
00429060-v	O	menciutkan
00429060-v	O	mereduksi
00429060-v	O	meredusir
00429060-v	O	terambah
00429322-n	O	main-main
00429713-n	X	eurythmics
00430140-n	O	gambling
00431005-n	O	gurauan
00431552-n	O	interes
00431552-n	O	ketertarikan
00431826-v	O	rosot
00432061-v	O	mencelupkan
00432281-v	O	memuncak
00432436-v	O	meloncer
00432436-v	O	membubung
00432436-v	O	memuncak
00432436-v	X	menyingsinng
00432689-n	O	kerja sampingan
00432689-n	X	hobby
00432881-n	O	Hobi
00433232-v	O	meloncer
00433232-v	O	membubung
00433232-v	X	menyingsinng
00434374-v	O	ambrol
00434374-v	O	membobolkan
00434374-v	O	sampai janjinya
00434374-v	O	sempurna usia
00434374-v	X	berjalan lebih dahulu
00434374-v	X	ke liang kubur
00434919-v	O	berbentrok
00435103-v	O	ambrol
00435294-v	O	menyia-nyiakan
00435481-v	X	unfold
00435492-a	O	kalang kabut
00435688-v	O	mendangkar
00435853-v	O	mendangkar
00436088-r	X	dengan maksud tertentu
00436879-v	O	berbeda-beda
00436879-v	X	mengvariasikan
00437449-v	O	menciutkan
00437449-v	O	menghadkan
00438178-v	O	memesatkan
00438178-v	O	menggencarkan
00438178-v	X	berakselerasi
00438178-v	X	mempergencar
00438495-v	X	melambat
00438909-a	O	panjang akal
00439343-v	O	menggencarkan
00439343-v	X	berakselerasi
00439343-v	X	mempergencar
00439588-a	O	bambung
00439588-a	O	bego
00439588-a	O	jongkok
00439588-a	X	berat akal
00439588-a	X	gelap otak
00439958-v	X	berjalan semut beriring
00439958-v	X	melambat
00440286-v	O	mendeponir
00440286-v	O	mengekol
00440580-v	X	melambat
00440786-v	X	melambat
00440941-n	X	ski lintas alam
00441007-v	O	memacetkan
00441212-v	O	berhura-hura
00441212-v	O	berleha-leha
00441445-v	X	menyurut
00441686-n	X	telemark
00441824-n	X	daftar olahraga air
00441881-v	O	melayas
00441881-v	O	menyepelekan
00442669-v	O	mengeset
00442981-n	O	junam
00442981-n	O	loncat indah
00444519-a	O	bersebelahan
00444629-v	O	melumer
00444846-n	X	scuba diving
00444846-n	X	selam scuba
00444937-n	X	snorkeling
00444975-v	O	mencoba
00444984-a	O	bersebelahan
00445467-v	X	memperkokoh
00446311-n	X	tinju profesional
00446333-a	O	jarak jauh
00446885-v	X	merespon
00448232-n	O	pesumo
00448290-v	X	mengsahkan
00448640-n	X	seluncur es
00448680-v	O	memecatkan
00448680-v	O	meritul
00448680-v	O	meroyer
00448748-n	X	figure skating
00448748-n	X	seluncur indah
00448748-n	X	skating indah
00449054-n	X	seluncur papan
00449054-n	X	skateboarding
00449441-r	X	berhawa nafsu
00449517-n	X	balap mobil
00450070-n	O	pacuan kuda
00450070-n	X	balap kuda
00450070-n	X	balapan kuda
