synset	lemma	annotation	goodness label	confidence	language
02020590-v	tiba	DELETE	O	None	None
90000044-n	Il Lido	KEEP	None	None	None
02665282-v	mirip	KEEP	Y	None	None
80001609-n	partikel gramatikal	KEEP	None	None	None
00311687-n	ziarah	KEEP	O	1	Greek
05816287-n	informasi	KEEP	L	1	English
04683814-n	kecantikan	KEEP	O	1	Arabic
00515380-a	penuh	KEEP	O	None	None
02355596-v	membentuk	DELETE	O	None	None
02809105-n	batik	KEEP	O	3	Polish, English, Portuguese
02614181-v	bermukim	DELETE	O	None	None
01189113-v	harus	KEEP	O	None	None
90000336-n	loe mee	KEEP	None	None	None
02249018-v	beralamat	KEEP	Y	None	None
00347610-v	serang	KEEP	L	None	None
06799897-n	baris	DELETE	O	1	English
05629381-n	neraka	KEEP	Y	2	Thai, Finnish
00953216-v	mengisahkan	KEEP	Y	None	None
02471327-v	mendaftar	KEEP	O	None	None
02742844-a	asal	KEEP	O	None	None
02069355-a	lainnya	KEEP	None	None	None
00947128-n	penggunaan	KEEP	O	1	English
07768694-n	delima	KEEP	O	1	Polish
02478215-a	terikat	KEEP	O	None	None
03560161-n	patung	KEEP	O	1	English
00967646-a	fantastis	KEEP	None	None	None
12102133-n	rumput	KEEP	O	2	Slovene, Polish
00575741-n	kerja	KEEP	O	1	Portuguese
02204094-v	menyimpan	KEEP	O	None	None
13396861-n	harus dibayar	KEEP	X	1	English
00127948-a	depan	KEEP	None	None	None
90000072-n	newton hawker centre	KEEP	None	None	None
02378453-v	mempunyai	KEEP	O	None	None
02020590-v	sampai ke	DELETE	X	None	None
14436875-n	penghormatan	KEEP	Y	1	English
02702508-v	menghargakan	DELETE	O	None	None
02267686-n	apa saja	KEEP	None	None	None
90000317-n	rojak	KEEP	None	None	None
11456462-n	cerah	KEEP	O	1	English
00133669-a	enak	KEEP	O	None	None
00451510-a	dekat	KEEP	O	None	None
90000015-n	China Selatan	KEEP	None	None	None
02603056-v	menyatukan	KEEP	O	None	None
90000331-n	nasi lemak	KEEP	None	None	None
01035007-a	eksotik	KEEP	Y	None	None
08731423-n	makau	KEEP	X	3	Slovene, English, Portuguese
90000327-n	soto ayam	KEEP	None	None	None
09885334-n	penonton	KEEP	O	1	Polish
00599992-v	makan	DELETE	O	None	None
01690606-a	lazim	DELETE	O	None	None
11514805-n	stres	KEEP	O	1	Spanish
07858197-n	foie gras	KEEP	X	None	None
00159396-n	korupsi	KEEP	Y	1	Japanese
02423183-v	biarkan	KEEP	None	None	None
00983123-v	number	KEEP	X	None	None
05870055-n	salah	KEEP	Y	1	English
15203791-n	60 tahun	KEEP	None	1	Polish
08963369-n	malaya	KEEP	None	2	Portuguese, Greek
03176763-n	perbelanjaan	KEEP	None	1	English
00789448-v	pesanlah	KEEP	None	None	None
90000229-n	food in translation	KEEP	None	None	None
09004068-n	moskow	KEEP	X	1	Japanese
00112009-r	mungkin	KEEP	None	None	None
07557434-n	hidangan	KEEP	O	1	English
14539268-n	pengamanan	KEEP	O	1	English
00120796-v	mempunyai	DELETE	O	None	None
00630380-v	merenung	KEEP	Y	None	None
01586342-a	sedap	KEEP	O	None	None
01590115-a	bangsawan	KEEP	O	None	None
02735688-n	teras	KEEP	None	1	Finnish
06414372-n	sekolah buku pelajaran	KEEP	None	1	Polish
02020590-v	membuatkan	DELETE	O	None	None
01889256-a	bangga	KEEP	Y	None	None
02402825-v	mengalengkan	DELETE	O	None	None
01044533-v	gumam	KEEP	None	None	None
07149836-n	tawar	KEEP	Y	1	English
05217168-n	fisik	KEEP	None	1	English
10307234-n	warga	KEEP	Y	1	English
00667822-a	sedang	KEEP	O	None	None
80001383-n	fenghuang	KEEP	None	None	None
14429382-n	peringkat	KEEP	O	1	English
02677567-v	melibatkan	KEEP	O	None	None
07911677-n	cocktail	KEEP	X	2	English, Spanish
02607830-v	terbentang	KEEP	O	None	None
04099175-n	roket	KEEP	O	1	English
01755024-a	abadi	KEEP	Y	None	None
02953673-n	kanvas	KEEP	Y	1	English
07867421-n	fondue	KEEP	M	3	Polish, Japanese, Portuguese
02648110-v	berlangsung	KEEP	O	None	None
07663899-n	perkedel	DELETE	None	1	English
77000012-n	saya	KEEP	None	None	None
10077593-n	penggila	KEEP	None	1	Spanish
06802571-n	orang yg mendahului	DELETE	X	1	English
90000330-n	kuih bom	KEEP	None	None	None
10123711-n	lelaki	DELETE	O	1	English
03544360-n	rumah	KEEP	Y	1	Portuguese
13988224-n	pencerahan	KEEP	O	1	Finnish
02652494-v	menginap	KEEP	O	None	None
02567147-v	melanggar	KEEP	O	None	None
00005526-v	mengap-mengap	KEEP	None	None	None
07859284-n	gula	KEEP	Y	1	English
01664172-v	siap	DELETE	O	None	None
00138611-r	agaknya	KEEP	O	None	None
90000417-n	nasi	KEEP	None	None	None
08377085-n	perjalanan	KEEP	O	1	Spanish
02824448-n	lonceng	KEEP	O	1	Finnish
00019339-r	senantiasa	KEEP	L	None	None
01725051-v	bermain	KEEP	Y	None	None
00017881-r	begitu	KEEP	None	None	None
01728919-a	lalu	KEEP	O	None	None
09358226-n	bulan	KEEP	Y	1	English
01475953-v	terlepas	KEEP	O	None	None
01031256-v	dikirimkan	KEEP	None	None	None
00324878-a	bertanggung jawab	KEEP	O	None	None
00967129-a	aneh	KEEP	Y	None	None
02571901-v	mendengarkan	KEEP	L	None	None
10492202-n	penarik	KEEP	None	1	English
00159040-r	seperti	KEEP	None	None	None
02299437-a	berbintang	KEEP	O	None	None
00050454-v	melepaskan	KEEP	None	None	None
00452512-v	isi	KEEP	Y	None	None
00407420-a	bergaya	KEEP	O	None	None
00453726-a	berpakaian	KEEP	O	None	None
00690058-a	dalam	KEEP	Y	None	None
01651196-a	di	DELETE	O	None	None
01820302-v	amati	KEEP	X	None	None
07792725-n	lobster	KEEP	O	1	Japanese
00210446-r	lancar	KEEP	O	None	None
00737476-v	merebut	KEEP	O	None	None
02032227-v	tergeletak	KEEP	None	None	None
01843380-a	diolah	KEEP	None	None	None
07709333-n	sayur-sayuran	KEEP	O	1	English
05060189-n	tergesa-gesa	KEEP	O	1	Finnish
05563266-n	kaki	KEEP	Y	1	Slovene
01428578-v	membuatkan	DELETE	O	None	None
02512053-n	ikan	KEEP	Y	1	English
01061017-v	mengusung	KEEP	O	None	None
07784522-n	wolf herring	KEEP	None	1	English
01539444-a	rendah	DELETE	O	None	None
00668805-v	makan	DELETE	O	None	None
07400906-n	debar	KEEP	X	1	English
08489627-n	situ	KEEP	L	1	English
00310666-n	tur	KEEP	O	1	English
07885223-n	minum	DELETE	O	1	English
01181902-n	tindakan	KEEP	Y	1	English
00005718-a	tak terbatas	KEEP	X	None	None
10801291-n	penulis	KEEP	O	1	English
00340133-r	harafiah	KEEP	None	None	None
02207206-v	dibeli	KEEP	None	None	None
07015510-n	komedi	KEEP	Y	1	English
00305821-r	larut	KEEP	L	None	None
03313602-n	wajah	KEEP	O	1	English
00081836-n	shopping	KEEP	X	1	English
00249736-r	di sampingnya	DELETE	X	None	None
90000524-n	mid-autumn	KEEP	None	None	None
00744916-a	ditandingi	KEEP	None	None	None
00734054-v	membilangkan	DELETE	O	None	None
10340312-n	musisi	KEEP	O	1	English
00002684-n	barang	KEEP	Y	1	Finnish
00903894-a	yang utama	KEEP	X	None	None
01104026-a	khusus	KEEP	Y	None	None
13778671-n	tempat parkir	KEEP	O	1	Portuguese
00312553-n	perjalanan	KEEP	O	1	English
11106943-n	calvin klein	KEEP	None	1	English
01749320-a	tepat	KEEP	None	None	None
08337324-n	lembaga	KEEP	O	1	English
01038666-v	bercakap-cakap	KEEP	O	None	None
00077645-a	ngeri	KEEP	None	None	None
07577144-n	ikan goreng	KEEP	X	None	None
02931826-a	malam	KEEP	O	None	None
00770437-v	memperoleh	DELETE	O	None	None
02097480-a	menggoda	KEEP	O	None	None
00394813-v	adun	DELETE	Y	None	None
00243918-n	pematangan	KEEP	None	1	English
01821132-v	terpaku	KEEP	O	None	None
07762913-n	durian	KEEP	L	1	English
00147272-r	jadi	KEEP	O	None	None
00319886-v	panggang	KEEP	None	None	None
01021973-v	tentukan	KEEP	X	None	None
00524682-v	menganut	DELETE	O	None	None
00618377-a	panggang	KEEP	O	None	None
14915184-n	es	KEEP	X	1	Finnish
02717472-v	menjuntai	KEEP	O	None	None
00108479-r	kemari	KEEP	None	None	None
01539063-v	meresapi	KEEP	O	None	None
01886620-a	terbuka	KEEP	O	None	None
13659760-n	km/jam	KEEP	None	1	Polish
02964782-a	china	KEEP	None	None	None
08761697-n	zealand	KEEP	X	3	Polish, English, Portuguese
03949442-n	pertambangan	KEEP	None	1	English
14515463-n	area	KEEP	None	1	Finnish
00264386-v	kembang	KEEP	O	None	None
90000037-n	Geylang Lor	KEEP	None	None	None
09686401-n	eurasia	KEEP	None	1	English
02130524-v	melihat	KEEP	O	None	None
02077656-v	mengarik	DELETE	O	None	None
90000162-n	singapore sun festival	KEEP	None	None	None
08633683-n	area	KEEP	None	1	English
00341560-v	pergilah	KEEP	X	None	None
11525955-n	angin	KEEP	Y	1	English
05121908-n	banyak	KEEP	None	None	None
13134947-n	buah-buahan	KEEP	Y	1	English
00143201-s	dengan tangan hampa	KEEP	None	None	None
00050195-n	tampil	KEEP	None	1	English
00514884-a	keseluruhan	KEEP	Y	None	None
01361863-a	sedih	KEEP	Y	None	None
02526085-v	menjayakan	DELETE	Y	None	None
00331950-n	gerak	KEEP	Y	1	English
08969291-n	maroko	KEEP	X	1	Polish
07585474-n	kaldu	KEEP	O	None	None
01445932-v	gigit	KEEP	O	None	None
00128168-r	biasa	KEEP	None	None	None
08588152-n	di dalam	DELETE	X	1	English
05933246-n	panorama	KEEP	O	1	English
09975425-n	seniman	KEEP	O	2	English, Portuguese
10444194-n	penyair	KEEP	Y	1	English
07781801-n	cumi	KEEP	X	1	English
00059171-r	sangat banyak	KEEP	X	None	None
06526619-n	konsesi	KEEP	O	1	English
00774006-a	bercampur-campur	KEEP	X	None	None
05915811-n	feng	KEEP	None	None	None
80001040-n	Topshop	DELETE	None	None	None
05750948-n	potongan	KEEP	O	1	English
15144094-n	keabadian	KEEP	O	1	Slovene
07668702-n	siomay	KEEP	None	1	Polish
04272054-n	kacamata	KEEP	O	1	English
02931013-n	kereta	KEEP	None	1	English
00927017-a	ada	KEEP	O	None	None
06589574-n	publikasi	KEEP	X	1	Spanish
08622950-n	keadaan	DELETE	O	1	Portuguese
00916274-v	gertak	KEEP	None	None	None
06739990-n	sebab	KEEP	Y	1	English
13749644-n	50	KEEP	None	1	English
08622950-n	tapak	DELETE	O	1	Portuguese
01044557-a	kasual	KEEP	O	None	None
01586342-a	menarik	KEEP	Y	None	None
02269635-a	setiap	KEEP	L	None	None
01726172-v	bermain	KEEP	O	None	None
00624026-a	ramai	KEEP	O	None	None
90000311-n	Hari Waisak	KEEP	None	None	None
06770875-n	ketentuan	KEEP	None	1	English
01675963-v	didekorasi	KEEP	None	None	None
03716656-n	buddhis	KEEP	None	3	Finnish, English, Portuguese
00306314-a	bisa	KEEP	None	None	None
05844105-n	bentuk	KEEP	O	1	Portuguese
01387319-a	luas	KEEP	O	None	None
02300501-a	penuh	KEEP	Y	None	None
90000168-n	the rice table	KEEP	None	None	None
80002009-n	buah keluak	KEEP	None	None	None
01067193-a	jarang	KEEP	O	None	None
90000005-n	audi fashion festival	KEEP	None	None	None
03519981-n	jalan utama	KEEP	None	1	Portuguese
08642632-n	kehadiran	KEEP	O	1	Spanish
06303888-n	istilah	KEEP	Y	1	Portuguese
04530566-n	kapal	KEEP	Y	1	Portuguese
04664314-n	pencegahan	KEEP	O	1	English
02856463-n	papan	KEEP	O	1	Finnish
13747469-n	15	KEEP	None	1	English
01076634-a	sosial	KEEP	O	None	None
00022131-r	sama	KEEP	O	None	None
02075857-v	menuju	KEEP	None	None	None
90000030-n	festival musik mosaic	KEEP	None	None	None
07578879-n	sesendok	KEEP	None	1	English
05711915-n	lagu	KEEP	O	1	English
01315613-v	carilah	KEEP	None	None	None
00953216-v	menceritakan	KEEP	Y	None	None
03878066-n	kastil	KEEP	L	1	Greek
03800563-n	million	KEEP	None	1	Polish
80000823-r	waktu	KEEP	None	None	None
00976953-n	serangan	KEEP	Y	1	Greek
08430568-n	garis	DELETE	O	1	Thai
02327200-v	memperaboti	DELETE	X	None	None
01995949-v	telusurilah	KEEP	X	None	None
01185604-v	makan	DELETE	O	None	None
01389451-a	besar-besaran	KEEP	O	None	None
02176178-a	kompleks	KEEP	Y	None	None
80000289-n	otah	KEEP	None	None	None
00522751-v	dapatkan	KEEP	X	None	None
02957469-a	jerman	KEEP	None	None	None
15043763-n	salju	KEEP	O	1	English
13963970-n	menikah	KEEP	None	1	English
04228054-n	ski	KEEP	Y	1	English
02389220-a	liar	KEEP	Y	None	None
02198409-a	300	KEEP	None	None	None
00884466-n	kelas	KEEP	Y	1	Portuguese
02486932-v	temukan	KEEP	X	None	None
03799710-n	mural	KEEP	O	2	English, Greek
02743214-v	berasal dari	KEEP	X	None	None
00542099-a	tersebar	KEEP	L	None	None
00579084-a	menonjol	KEEP	O	None	None
02620587-v	meliputi	DELETE	O	None	None
01473083-a	kecil	KEEP	O	None	None
08594286-n	talian	DELETE	None	1	English
01815838-a	kenal	KEEP	None	None	None
01593649-a	biasa	KEEP	Y	None	None
02295998-a	lazim	DELETE	Y	None	None
02072849-v	lalu	KEEP	Y	None	None
09397607-n	kolam	KEEP	O	1	English
05217168-n	jasmani	KEEP	O	1	English
09052652-n	utara	KEEP	O	1	Japanese
15249096-n	ini	KEEP	O	None	None
04161981-n	kursi	KEEP	O	1	Finnish
05269901-n	tulang	KEEP	Y	1	English
13763384-n	yang terendah	KEEP	X	3	English, Polish, Spanish
00249736-r	di sebelahnya	DELETE	X	None	None
01893988-v	alih	KEEP	Y	None	None
02198752-a	ribu	KEEP	O	None	None
01919931-a	hiruk-pikuk	KEEP	None	None	None
80001230-x	iya	KEEP	None	None	None
02936020-a	sebagai	KEEP	O	None	None
13129165-n	batang	KEEP	O	1	English
01214265-v	membawa	DELETE	O	None	None
00875141-v	anjurkan	KEEP	None	None	None
02793199-n	kapal laut	KEEP	X	1	English
09211266-n	australia	KEEP	None	1	Polish
01410223-v	memukul	KEEP	O	None	None
00177547-a	keemasan	KEEP	O	None	None
01261293-n	seru	KEEP	None	1	English
00725274-v	mengejutkan	KEEP	O	None	None
00048138-r	akhir	KEEP	None	None	None
03234306-n	lukisan	KEEP	Y	1	Portuguese
00734054-v	mengambil	KEEP	O	None	None
04326084-n	batu	KEEP	O	1	Slovene
90000306-n	Pongal	KEEP	None	None	None
02089420-v	bolak-balik	KEEP	None	None	None
02025274-a	mewah	KEEP	O	None	None
13772020-n	secentong	KEEP	None	1	Finnish
07970406-n	neluarga	KEEP	None	2	English, Spanish
13547925-n	pengisian ulang	KEEP	X	1	English
01482330-n	shark's	KEEP	None	1	Slovene
07574426-n	makanan ringan	KEEP	O	None	None
00120095-r	bersamaan	KEEP	M	None	None
00664110-n	perawatan	KEEP	O	1	English
03087088-a	mongolia	KEEP	None	None	None
00011093-r	baik-baik	KEEP	O	None	None
04334599-n	jalanan	KEEP	None	1	English
03924811-n	fotokopi	KEEP	O	1	English
03124541-a	kain	KEEP	O	None	None
02349604-a	bawah	KEEP	O	None	None
06598915-n	isi	KEEP	L	1	Finnish
02261642-v	dijamu	KEEP	None	None	None
07412478-n	kilat	KEEP	O	1	English
05817145-n	perkenalan	KEEP	O	1	English
00959827-v	berarti	KEEP	None	None	None
04930478-n	tata tertib	DELETE	O	1	Japanese
13961399-n	hidup	KEEP	Y	1	Finnish
05792192-n	daya	KEEP	O	1	Finnish
10411551-n	penjaja	KEEP	Y	1	English
00081486-r	setiap hari	KEEP	X	None	None
00032863-r	sejak	KEEP	None	None	None
00378664-v	membakar	KEEP	O	None	None
05563770-n	tangan	KEEP	Y	1	English
01564144-v	menjatuhkan	DELETE	O	None	None
00158309-r	itulah	KEEP	None	None	None
05238282-n	kulit	KEEP	Y	1	English
02238085-v	meraih	DELETE	O	None	None
90000163-n	sultan mosque	KEEP	None	None	None
02935658-n	kafe	KEEP	Y	1	Polish
00173338-v	mengganjur	DELETE	O	None	None
05941423-n	kepercayaan	KEEP	Y	1	Portuguese
09416076-n	bebatuan	KEEP	None	1	Portuguese
01191645-v	asyik	KEEP	Y	None	None
03800933-n	instrumen	KEEP	X	1	English
01216004-v	menggenggam	KEEP	O	None	None
00758333-v	membawa	DELETE	O	None	None
00033615-n	jumlah	KEEP	O	1	English
01962671-v	menyelam	KEEP	O	None	None
02647497-v	buyar	DELETE	O	None	None
02778669-n	bola	KEEP	Y	1	Spanish
02678839-v	memukau	KEEP	Y	None	None
00012267-v	membuat	KEEP	O	None	None
03670849-n	barisan	DELETE	O	1	Spanish
06880664-n	perlambang	KEEP	O	1	Thai
02236124-v	bersetuju	DELETE	O	None	None
00586262-n	kubu	DELETE	O	1	English
02964389-n	kargo	KEEP	O	1	Spanish
02070342-a	berbeda-beda	KEEP	None	None	None
00029367-r	bahkan	KEEP	O	None	None
07400156-n	siulan	KEEP	O	1	English
00065639-v	mengadakan	DELETE	O	None	None
07293180-n	layanan	KEEP	O	1	English
01192510-v	nikmati	KEEP	X	None	None
05584265-n	kuku	KEEP	O	1	Slovene
02587532-v	mengurus	DELETE	O	None	None
01643620-a	usia	DELETE	O	None	None
01326528-v	meruntuhkan	DELETE	O	None	None
90000031-n	festival tiongchupia	KEEP	None	None	None
02342899-a	baik sekali	DELETE	X	None	None
02210855-v	dapat	KEEP	Y	None	None
80000982-n	313@Somerset	KEEP	None	None	None
07498455-n	rasa	KEEP	None	None	None
03757138-n	mrt	KEEP	None	1	English
00699207-a	asli	KEEP	O	None	None
00922051-a	glamor	KEEP	O	None	None
10097705-n	penjual bunga	KEEP	X	2	English, Spanish
02681795-v	terjaga	KEEP	None	None	None
01918984-a	hening	KEEP	O	None	None
02418686-v	bermain	KEEP	Y	None	None
15166191-n	sore hari	KEEP	X	1	English
01664172-v	memasak	KEEP	Y	None	None
09532942-n	buddha	KEEP	None	1	English
13769033-n	sekuali	KEEP	None	1	English
13937075-n	keadaan	KEEP	O	1	Spanish
02267989-v	memenuhi	DELETE	O	None	None
02366927-a	reguler	KEEP	None	None	None
15244200-n	sepanjang hari	KEEP	X	None	None
00348953-n	jangkauan	KEEP	None	1	English
11410625-n	hasil	KEEP	O	1	English
08702805-n	negara amerika utara	KEEP	X	None	None
00676714-v	memilih	KEEP	O	None	None
10918558-n	curtis	KEEP	None	1	English
00021265-n	hara	KEEP	None	1	English
01552885-a	sedikit	KEEP	None	None	None
01982395-v	membutuhkan	DELETE	O	None	None
02224055-v	melepas	KEEP	O	None	None
02434976-v	ikut	KEEP	None	None	None
03289268-n	ukiran	KEEP	O	1	Spanish
02024928-a	mewah	KEEP	O	None	None
02267989-v	membawa	DELETE	O	None	None
00011093-r	baik	KEEP	O	None	None
02004874-v	kembali	KEEP	Y	None	None
07460546-n	maraton	KEEP	Y	1	Polish
01714208-v	dibawakan	KEEP	X	None	None
01675190-a	mengagumkan	KEEP	Y	None	None
09885145-n	pembelanja	KEEP	None	1	Japanese
01422556-a	secara langsung	KEEP	X	None	None
00766457-a	tidak langsung	KEEP	X	None	None
02126430-a	berlokasi	KEEP	O	None	None
02624263-v	bangun	KEEP	Y	None	None
01027174-v	mengepil	DELETE	O	None	None
02088883-s	rahasia	KEEP	None	None	None
02359464-a	luar biasa	KEEP	Y	None	None
08663354-n	atas	KEEP	Y	1	English
01391351-a	kecil	KEEP	Y	None	None
03740161-n	obat	KEEP	None	1	English
08502171-n	langit	KEEP	O	1	English
02210119-v	menampung	KEEP	O	None	None
01590484-a	bangsawan	KEEP	O	None	None
01761706-v	membangkitkan	KEEP	O	None	None
04202417-n	belanja	KEEP	None	1	English
03427296-n	pagar	KEEP	Y	1	Finnish
08372411-n	masyarakat	DELETE	O	1	English
08646566-n	panggung	KEEP	L	1	English
01767329-a	pribadi	KEEP	O	None	None
03671473-n	garis lurus	DELETE	X	1	Spanish
09449949-n	anak benua	KEEP	X	None	None
02248465-v	menemukan	KEEP	O	None	None
00246296-r	sekadar	KEEP	O	None	None
07064715-n	rock	KEEP	None	1	Slovene
01386883-a	besar	KEEP	O	None	None
01148283-a	suka	KEEP	O	None	None
00110533-r	kiri	DELETE	O	None	None
01664172-v	menyediakan	KEEP	Y	None	None
02192469-a	63	KEEP	None	None	None
07942152-n	umat	KEEP	Y	1	English
03990474-n	poci	KEEP	None	1	English
01270486-a	cepat	KEEP	O	None	None
02329413-v	loket	KEEP	None	None	None
00611481-v	diperingati	KEEP	None	None	None
02737876-v	tempat	DELETE	O	None	None
01182709-v	memberi	KEEP	O	None	None
00662589-v	memastikan	KEEP	O	None	None
13270038-n	sumbang	KEEP	None	1	Spanish
00228294-a	pertama	KEEP	O	None	None
01494310-v	memasukan	KEEP	None	None	None
00701877-v	memutuskan	KEEP	Y	None	None
07515560-n	ketenangan	KEEP	O	1	Spanish
76100081-x	butir	KEEP	None	None	None
00065639-v	memperoleh	DELETE	O	None	None
06599788-n	hal	KEEP	Y	1	English
01117723-n	sale	KEEP	None	1	English
00598954-v	melihat	KEEP	O	None	None
03405595-n	perhiasan	KEEP	O	None	None
00812526-n	pegangan	KEEP	O	1	English
00953127-a	dalam rumah	DELETE	X	None	None
02003357-a	buka	KEEP	L	None	None
05936561-n	paduan	KEEP	O	1	English
00017445-r	sampai	KEEP	None	None	None
00751567-v	memaksa	DELETE	O	None	None
10432532-n	peziarah	KEEP	None	1	English
90000186-n	robertson walk	KEEP	None	None	None
10230736-n	anak	KEEP	O	1	English
00950592-a	isi	DELETE	O	None	None
00176981-r	berkali-kali	KEEP	None	None	None
01678729-a	istimewa	KEEP	O	None	None
00053004-r	baik	KEEP	L	None	None
01664172-v	membagar	DELETE	O	None	None
02921592-n	air	DELETE	O	None	None
02235842-v	memberi	KEEP	O	None	None
01580968-a	perlu	KEEP	O	None	None
03800563-n	museum	KEEP	O	1	Polish
15098161-n	kayu	KEEP	Y	1	Polish
04677514-n	berbentuk	DELETE	O	1	English
05931827-n	kaleidoskop	KEEP	None	1	English
00375969-a	hijau	KEEP	O	None	None
13985818-n	semangat	KEEP	Y	1	Greek
01643480-a	muda	KEEP	L	None	None
01843689-v	berkunjung	KEEP	O	None	None
00786195-n	usaha	KEEP	Y	1	English
90000166-n	Teater Ekamatra	KEEP	None	None	None
07555863-n	hidangan	KEEP	L	1	English
01999798-v	membentuk	DELETE	O	None	None
02460502-a	benar	KEEP	Y	None	None
07557434-n	persantapan	DELETE	O	1	English
02599636-v	jadi	DELETE	O	None	None
01398919-v	memukul-mukulkan	KEEP	None	None	None
10291240-n	model	KEEP	Y	1	Slovene
05096095-n	super-besar	KEEP	None	1	Finnish
01824736-v	bagai	DELETE	O	None	None
00943837-v	tunjukkan	KEEP	X	None	None
00166025-r	lama	KEEP	O	None	None
01824736-v	ingin	KEEP	O	None	None
01456710-a	bunting	DELETE	O	None	None
02452885-v	menghindari	KEEP	Y	None	None
01595312-a	lazim	DELETE	O	None	None
90000181-n	India Utara	KEEP	None	None	None
02984781-a	korporat	KEEP	Y	None	None
00156222-r	omong	KEEP	None	None	None
00403385-a	pekat	KEEP	O	None	None
00184117-v	mencampur	KEEP	O	None	None
02302817-v	menjajakan	KEEP	O	None	None
08651247-n	situs	KEEP	None	1	English
00713558-a	yang mendesak	KEEP	X	None	None
08429167-n	rombongan	KEEP	O	1	English
07970406-n	keluarga	KEEP	O	2	English, Spanish
80000986-n	metro	KEEP	None	None	None
02331262-a	berhasil	KEEP	O	None	None
06892016-n	aksi	KEEP	None	1	Greek
07802417-n	sereal	KEEP	None	1	Greek
02694677-v	mahkota	KEEP	L	None	None
00120796-v	mengalami	DELETE	O	None	None
02702508-v	senilai	KEEP	None	None	None
